sku;trackOrder;;type_id;created_at;order_state_id;Original_URL;Redirection_URL;estado;cometario;fecha comentario;
M1957755230;https://tracking.goboxful.com?shipment;BFTS-3465-2024070810269;20607;8/7/2024 21:14;3;BFTS-3465-2024070810269;https://c807xpresssv.dispatchtrack.com/track/74f7987a92443db25e6ecbd2;Llego a su destino;CCE;11/7/2024 10:11;N
M1957857321;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910322;20608;9/7/2024 15:23;3;BFTS-3465-2024070910322;https://c807xpresssv.dispatchtrack.com/track/9efbcc959d9e047fbb78c2df;Llego a su destino;SER;11/7/2024 16:15;N
M1958028876;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110447;20610;11/7/2024 10:23;4;BFTS-3465-2024071110447;https://c807xpresssv.dispatchtrack.com/track/2c0d440b3c88152edc0c0b58;Ingresado al sistema;;11/7/2024 10:23;N
M1958149737;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910275;20611;9/7/2024 09:47;3;BFTS-3465-2024070910275;https://c807xpresssv.dispatchtrack.com/track/ca9dd13a190b98db01238edf;Llego a su destino;SER;11/7/2024 11:19;N
M1958262694;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210559;20612;12/7/2024 09:52;3;BFTS-3465-2024071210559;https://c807xpresssv.dispatchtrack.com/track/db6647c75a403523804c459c;Llego a su destino;SER;15/7/2024 10:19;N
M1958328216;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910305;20613;9/7/2024 13:17;3;BFTS-3465-2024070910305;https://c807xpresssv.dispatchtrack.com/track/ce7bf6e562b6074d273a6fe7;Llego a su destino;CCE;12/7/2024 14:10;N
M1958560468;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910291;20615;9/7/2024 12:54;3;BFTS-3465-2024070910291;https://c807xpresssv.dispatchtrack.com/track/3d270a18f34616773bbd8d62;Llego a su destino;CCE;11/7/2024 09:34;N
M1958652351;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910331;20616;9/7/2024 16:10;3;BFTS-3465-2024070910331;https://c807xpresssv.dispatchtrack.com/track/bbe1621dd9e0578ec8dcc72b;Llego a su destino;CCE;11/7/2024 10:34;N
M1958737623;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910345;20617;9/7/2024 17:41;3;BFTS-3465-2024070910345;https://c807xpresssv.dispatchtrack.com/track/0437ff8787b158f4080f0f2e;Llego a su destino;CCE;11/7/2024 11:06;N
M1958964455;https://tracking.goboxful.com?shipment;BFTS-3465-2024070910348;20619;9/7/2024 20:39;3;BFTS-3465-2024070910348;https://c807xpresssv.dispatchtrack.com/track/470b3461033bc713de51ae89;Ingresado al sistema;;9/7/2024 20:39;N
M1959055054;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010354;20620;10/7/2024 05:12;3;BFTS-3465-2024071010354;https://c807xpresssv.dispatchtrack.com/track/91b50ced95b6c792d7eed88d;Llego a su destino;CCE;11/7/2024 11:03;N
M1959161652;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010355;20621;10/7/2024 06:46;3;BFTS-3465-2024071010355;https://c807xpresssv.dispatchtrack.com/track/86dd2b6f92a9b6c3e29c31e3;Llego a su destino;SER;12/7/2024 12:02;N
M1959161915;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010357;20622;10/7/2024 07:48;3;BFTS-3465-2024071010357;https://c807xpresssv.dispatchtrack.com/track/0be2835d4ac190c460486dd4;Llego a su destino;SER;12/7/2024 12:02;N
M1959361331;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010363;20624;10/7/2024 08:51;3;BFTS-3465-2024071010363;https://c807xpresssv.dispatchtrack.com/track/f8706606daf859205acb00a9;Llego a su destino;SER;11/7/2024 10:44;N
M1959528216;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010379;20626;10/7/2024 10:37;3;BFTS-3465-2024071010379;https://c807xpresssv.dispatchtrack.com/track/2d4755dddb46eef9eec54b6d;Llego a su destino;SER;11/7/2024 10:34;N
M1959615195;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110519;20627;11/7/2024 17:12;3;BFTS-3465-2024071110519;https://c807xpresssv.dispatchtrack.com/track/734fa775567c8ec759339552;Ingresado al sistema;;11/7/2024 17:12;N
M1959755153;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010371;20628;10/7/2024 09:59;3;BFTS-3465-2024071010371;https://c807xpresssv.dispatchtrack.com/track/29b01c4481268237cc431b26;Llego a su destino;CCE;11/7/2024 13:59;N
M1959855837;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010382;20629;10/7/2024 11:43;4;BFTS-3465-2024071010382;https://c807xpresssv.dispatchtrack.com/track/7c596fb5c6836e72e1ff04b1;Problemas en la gestion;Retenido en bodega;11/7/2024 03:38;N
M1959958891;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010381;20631;10/7/2024 11:42;3;BFTS-3465-2024071010381;https://c807xpresssv.dispatchtrack.com/track/2caf58a7b114670d92d5ab07;Llego a su destino;CCE;17/7/2024 09:27;N
M1960063223;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110437;20632;11/7/2024 06:51;3;BFTS-3465-2024071110437;https://c807xpresssv.dispatchtrack.com/track/8c824e002741a98c96d80bf4;Llego a su destino;CCE;12/7/2024 11:31;N
M1960054986;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210571;20633;12/7/2024 11:04;3;BFTS-3465-2024071210571;https://c807xpresssv.dispatchtrack.com/track/0a8aaf68b84b3ae53b722a3b;Llego a su destino;CCE;15/7/2024 12:23;N
M1960157826;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010413;20634;10/7/2024 16:15;3;BFTS-3465-2024071010413;https://c807xpresssv.dispatchtrack.com/track/ed4caece104c41ddfcd488b7;Llego a su destino;CCE;12/7/2024 15:25;N
M1960157042;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010412;20636;10/7/2024 16:14;3;BFTS-3465-2024071010412;https://c807xpresssv.dispatchtrack.com/track/5e7a4d9bce93360fa87b19ec;Llego a su destino;CCE;12/7/2024 15:25;N
M19605295;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010417;20640;10/7/2024 17:10;3;BFTS-3465-2024071010417;https://c807xpresssv.dispatchtrack.com/track/a25de41e73bdc72feb410be5;Llego a su destino;CCE;12/7/2024 14:23;N
M1961056669;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210557;20645;12/7/2024 09:43;3;BFTS-3465-2024071210557;https://c807xpresssv.dispatchtrack.com/track/9c8b69705eb48638b02a63fd;Llego a su destino;CCE;17/7/2024 13:25;N
M1961259064;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110443;20647;11/7/2024 09:40;3;BFTS-3465-2024071110443;https://c807xpresssv.dispatchtrack.com/track/cbc4df8fa8a6f35ff141588c;Llego a su destino;CCE;12/7/2024 09:42;N
M1961357539;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210620;20648;12/7/2024 20:31;3;BFTS-3465-2024071210620;https://c807xpresssv.dispatchtrack.com/track/4aa35b2b0c64fd7f77b0520b;Ingresado al sistema;;12/7/2024 20:31;N
M1961463064;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010428;20649;10/7/2024 21:03;3;BFTS-3465-2024071010428;https://c807xpresssv.dispatchtrack.com/track/3cfaa875ba431a25a8691707;Llego a su destino;CCE;12/7/2024 09:46;N
M1961556124;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010432;20650;10/7/2024 21:49;3;BFTS-3465-2024071010432;https://c807xpresssv.dispatchtrack.com/track/04ea1b6d1040a607124a3728;Llego a su destino;SER;15/7/2024 15:46;N
M1961658584;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010429;20651;10/7/2024 21:36;3;BFTS-3465-2024071010429;https://c807xpresssv.dispatchtrack.com/track/41c09a574fdd65fe4a53bfd8;Llego a su destino;CCE;12/7/2024 13:36;N
M1961756027;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110518;20652;11/7/2024 17:04;3;BFTS-3465-2024071110518;https://c807xpresssv.dispatchtrack.com/track/f337bbf006292aa965bc86bb;Llego a su destino;SER;13/7/2024 13:51;N
M196173794;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110501;20653;11/7/2024 14:41;3;BFTS-3465-2024071110501;https://c807xpresssv.dispatchtrack.com/track/7505a6806909771374660eb5;Llego a su destino;SER;13/7/2024 13:51;N
M1961764916;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010433;20654;10/7/2024 21:51;3;BFTS-3465-2024071010433;https://c807xpresssv.dispatchtrack.com/track/361c4f6e8dae2b57c26a24a9;Llego a su destino;SER;13/7/2024 13:51;N
M1961823247;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010436;20655;10/7/2024 22:31;3;BFTS-3465-2024071010436;https://c807xpresssv.dispatchtrack.com/track/ff82bb3d6d3e0cd948a2d3c6;Llego a su destino;SER;12/7/2024 14:21;N
M1961852895;https://tracking.goboxful.com?shipment;BFTS-3465-2024071010435;20656;10/7/2024 22:25;3;BFTS-3465-2024071010435;https://c807xpresssv.dispatchtrack.com/track/17e7045cdcc0c817a8d343e6;Llego a su destino;SER;12/7/2024 14:21;N
M1961953299;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110438;20657;11/7/2024 07:32;3;BFTS-3465-2024071110438;https://c807xpresssv.dispatchtrack.com/track/e5d4597ed7bb37447f7153ef;Llego a su destino;SER;12/7/2024 12:23;N
M196207916;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110512;20658;11/7/2024 16:25;3;BFTS-3465-2024071110512;https://c807xpresssv.dispatchtrack.com/track/38fbc01f2fa1cacbcdd1e0fb;Llego a su destino;CCE;15/7/2024 11:56;N
M1962164559;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110521;20659;11/7/2024 17:39;3;BFTS-3465-2024071110521;https://c807xpresssv.dispatchtrack.com/track/c207e43747ca31553905ab54;Llego a su destino;CCE;13/7/2024 09:48;#¡REF!
M1962156669;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210556;20660;12/7/2024 09:42;3;BFTS-3465-2024071210556;https://c807xpresssv.dispatchtrack.com/track/a6d89c961c79e8f8688da431;Llego a su destino;CCE;16/7/2024 10:47;N
M1962260468;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110453;20661;11/7/2024 11:43;4;BFTS-3465-2024071110453;https://c807xpresssv.dispatchtrack.com/track/00731681673d4eb37077d9b0;Llego a su destino;CCE;15/7/2024 11:30;#¡REF!
M1962362988;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110459;20662;11/7/2024 12:25;3;BFTS-3465-2024071110459;https://c807xpresssv.dispatchtrack.com/track/19b4749c254e7de8107a23d0;Llego a su destino;SER;13/7/2024 08:27;N
M1962363889;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110465;20663;11/7/2024 12:43;3;BFTS-3465-2024071110465;https://c807xpresssv.dispatchtrack.com/track/634ec882eb3e862a3dcdc56e;Llego a su destino;SER;13/7/2024 09:17;#¡REF!
M1962364742;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110527;20664;11/7/2024 19:44;3;BFTS-3465-2024071110527;https://c807xpresssv.dispatchtrack.com/track/a17bcad0d5f0fa2a8d3bbe14;Llego a su destino;SER;16/7/2024 08:51;N
M1962416246;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110460;20665;11/7/2024 12:31;3;BFTS-3465-2024071110460;https://c807xpresssv.dispatchtrack.com/track/b56026fb92b9d00fc685d1a2;Llego a su destino;SER;12/7/2024 11:23;N
M1962463153;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110462;20666;11/7/2024 12:34;3;BFTS-3465-2024071110462;https://c807xpresssv.dispatchtrack.com/track/9b26ec717eb4c4658791ddb1;Llego a su destino;SER;13/7/2024 08:35;N
M196243794;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110500;20667;11/7/2024 14:40;3;BFTS-3465-2024071110500;https://c807xpresssv.dispatchtrack.com/track/5efb8418e4c7b2e3bb821254;Llego a su destino;SER;13/7/2024 08:35;N
M1962538612;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110463;20668;11/7/2024 12:38;3;BFTS-3465-2024071110463;https://c807xpresssv.dispatchtrack.com/track/65201437104a4d1c120c0aad;Ingresado al sistema;;11/7/2024 12:38;N
M1962664571;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110507;20669;11/7/2024 15:43;3;BFTS-3465-2024071110507;https://c807xpresssv.dispatchtrack.com/track/e19810625a73f55f6a51bc92;Llego a su destino;SER;13/7/2024 09:25;N
M1962857826;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110513;20671;11/7/2024 16:29;3;BFTS-3465-2024071110513;https://c807xpresssv.dispatchtrack.com/track/a8a7848a6809519376b59e03;Llego a su destino;SER;13/7/2024 11:26;N
M1962851958;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110515;20672;11/7/2024 16:42;3;BFTS-3465-2024071110515;https://c807xpresssv.dispatchtrack.com/track/f5a4372fa22e924f376ed996;Llego a su destino;SER;13/7/2024 11:27;N
M1962963980;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110523;20673;11/7/2024 18:20;3;BFTS-3465-2024071110523;https://c807xpresssv.dispatchtrack.com/track/41e6a7d3d7715e88e043861a;Llego a su destino;SER;15/7/2024 17:35;N
M1963051591;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110525;20674;11/7/2024 18:50;3;BFTS-3465-2024071110525;https://c807xpresssv.dispatchtrack.com/track/27e306b32af342f90a76bf00;Llego a su destino;CCE;17/7/2024 15:33;#¡REF!
M1963164061;https://tracking.goboxful.com?shipment;BFTS-3465-2024071610788;20675;16/7/2024 09:26;3;BFTS-3465-2024071610788;https://c807xpresssv.dispatchtrack.com/track/9d581663501d8c14289f35ee;Llego a su destino;SER;17/7/2024 14:47;#¡REF!
M1963242871;https://tracking.goboxful.com?shipment;BFTS-3465-2024071110528;20676;11/7/2024 22:30;3;BFTS-3465-2024071110528;https://c807xpresssv.dispatchtrack.com/track/e832f99c15a1658dbf63d04c;Llego a su destino;;13/7/2024 12:09;N
M1963354033;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410675;20679;14/7/2024 20:10;3;BFTS-3465-2024071410675;https://c807xpresssv.dispatchtrack.com/track/da78947d8c2873bb04684bae;Llego a su destino;CCE;16/7/2024 13:48;N
M1963451958;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210569;20681;12/7/2024 10:42;3;BFTS-3465-2024071210569;https://c807xpresssv.dispatchtrack.com/track/7a1af37869f6357d65346c15;Llego a su destino;CCE;15/7/2024 09:40;N
M1963564451;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210605;20682;12/7/2024 14:39;3;BFTS-3465-2024071210605;https://c807xpresssv.dispatchtrack.com/track/fe6cb028dd46b815f7b1f2a1;Llego a su destino;SER;15/7/2024 12:01;N
M1963855519;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310642;20685;13/7/2024 12:27;3;BFTS-3465-2024071310642;https://c807xpresssv.dispatchtrack.com/track/fb8b42bdc1571e07ad2aece4;Llego a su destino;CCE;16/7/2024 15:46;N
M1963954135;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410667;20686;14/7/2024 11:09;3;BFTS-3465-2024071410667;https://c807xpresssv.dispatchtrack.com/track/b41604a43d32452886056c97;Llego a su destino;CCE;16/7/2024 13:11;#¡REF!
M1964043753;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410674;20687;14/7/2024 18:27;3;BFTS-3465-2024071410674;https://c807xpresssv.dispatchtrack.com/track/e822df3c6a0218962e5d1981;Llego a su destino;CCE;16/7/2024 17:42;N
M1964132715;https://tracking.goboxful.com?shipment;BFTS-3465-2024071210615;20688;12/7/2024 17:32;3;BFTS-3465-2024071210615;https://c807xpresssv.dispatchtrack.com/track/9136ec6ba6acf66871b16836;Llego a su destino;CCE;19/7/2024 10:19;N
M1964132715;https://tracking.goboxful.com?shipment;BFTS-3465-2024071810976;20688;18/7/2024 17:08;3;BFTS-3465-2024071810976;https://c807xpresssv.dispatchtrack.com/track/13edc8d6358e9b576ffdd7a0;Ingresado al sistema;;18/7/2024 17:08;#¡REF!
M1964464548;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310644;20692;13/7/2024 12:47;3;BFTS-3465-2024071310644;https://c807xpresssv.dispatchtrack.com/track/115d7da348d5d66afa875eb9;Llego a su destino;CCE;16/7/2024 16:36;N
M1964561124;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310643;20693;13/7/2024 12:45;3;BFTS-3465-2024071310643;https://c807xpresssv.dispatchtrack.com/track/7ec6ffd8f1d027089ca3de44;Llego a su destino;SER;17/7/2024 14:08;N
M1964661885;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310655;20694;13/7/2024 17:18;3;BFTS-3465-2024071310655;https://c807xpresssv.dispatchtrack.com/track/849e3b09c473b5ece4250610;Llego a su destino;CCE;19/7/2024 11:15;N
M1964758822;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310653;20695;13/7/2024 16:00;3;BFTS-3465-2024071310653;https://c807xpresssv.dispatchtrack.com/track/76786845d844904a84f9b82b;Llego a su destino;CCE;16/7/2024 12:56;N
M1964813010;https://tracking.goboxful.com?shipment;BFTS-3465-2024071310656;20696;13/7/2024 18:28;3;BFTS-3465-2024071310656;https://c807xpresssv.dispatchtrack.com/track/165554d5b22412d51f6e32f1;Llego a su destino;CCE;16/7/2024 17:37;N
M1964953430;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410665;20697;14/7/2024 10:59;3;BFTS-3465-2024071410665;https://c807xpresssv.dispatchtrack.com/track/ecc8820f2ae4d5902766b35b;Llego a su destino;SER;15/7/2024 11:07;N
M1965052895;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410671;20698;14/7/2024 17:10;3;BFTS-3465-2024071410671;https://c807xpresssv.dispatchtrack.com/track/cc2106eeb34051d97ab403ac;Llego a su destino;CCE;16/7/2024 11:09;N
M1965141354;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510689;20699;15/7/2024 08:44;3;BFTS-3465-2024071510689;https://c807xpresssv.dispatchtrack.com/track/260c8f844dc40ac36174d445;Llego a su destino;SER;16/7/2024 12:12;N
M1965253719;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410672;20700;14/7/2024 17:34;3;BFTS-3465-2024071410672;https://c807xpresssv.dispatchtrack.com/track/7d0642181cecb358290c9e90;Llego a su destino;CCE;16/7/2024 12:17;N
M1965460468;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410664;20702;14/7/2024 10:53;3;BFTS-3465-2024071410664;https://c807xpresssv.dispatchtrack.com/track/a6eb72cd8a0c3c270d87b377;Llego a su destino;SER;16/7/2024 14:38;N
M1965555831;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410668;20703;14/7/2024 11:53;4;BFTS-3465-2024071410668;https://c807xpresssv.dispatchtrack.com/track/ae480354fc276fa3f506a4c2;Ingresado al sistema;;14/7/2024 11:53;N
M1965952593;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410673;20707;14/7/2024 18:11;4;BFTS-3465-2024071410673;https://c807xpresssv.dispatchtrack.com/track/83dc024b44e2ba97fbf39e19;Ingresado al sistema;;14/7/2024 18:11;N
M1965954033;https://tracking.goboxful.com?shipment;BFTS-3465-2024071410676;20708;14/7/2024 20:11;3;BFTS-3465-2024071410676;https://c807xpresssv.dispatchtrack.com/track/f9f7c4a51a547ae328af8be2;Llego a su destino;CCE;24/7/2024 12:45;N
M1966055499;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510692;20709;15/7/2024 10:27;3;BFTS-3465-2024071510692;https://c807xpresssv.dispatchtrack.com/track/ced5819d74899f9e893f3431;Llego a su destino;CCE;16/7/2024 14:23;N
M1966121382;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510754;20710;15/7/2024 17:31;3;BFTS-3465-2024071510754;https://c807xpresssv.dispatchtrack.com/track/862741b3f222ff536b8d26f6;Llego a su destino;SER;17/7/2024 11:30;N
M1966351108;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510750;20712;15/7/2024 16:39;3;BFTS-3465-2024071510750;https://c807xpresssv.dispatchtrack.com/track/44b86aa89f2160b6e5d41689;Llego a su destino;;17/7/2024 10:03;N
M1966461124;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510768;20713;15/7/2024 19:57;3;BFTS-3465-2024071510768;https://c807xpresssv.dispatchtrack.com/track/075d41200a20138b909bb04f;Llego a su destino;SER;18/7/2024 13:15;N
M1966547530;https://tracking.goboxful.com?shipment;BFTS-3465-2024071610796;20714;16/7/2024 10:35;3;BFTS-3465-2024071610796;https://c807xpresssv.dispatchtrack.com/track/4159b76d6c3356227b49d0e8;Llego a su destino;CCE;17/7/2024 12:00;N
M1966664451;https://tracking.goboxful.com?shipment;BFTS-3465-2024071610827;20715;16/7/2024 14:28;3;BFTS-3465-2024071610827;https://c807xpresssv.dispatchtrack.com/track/9a9970f1234d91c88b138d14;Llego a su destino;SER;18/7/2024 08:38;N
M1966764061;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510775;20716;15/7/2024 22:09;3;BFTS-3465-2024071510775;https://c807xpresssv.dispatchtrack.com/track/e762bd943a05a5e62a9c1416;Llego a su destino;CCE;18/7/2024 11:45;N
M1966860962;https://tracking.goboxful.com?shipment;BFTS-3465-2024071510776;20717;15/7/2024 22:35;4;BFTS-3465-2024071510776;https://c807xpresssv.dispatchtrack.com/track/eae2b5577eb4202ff35793cd;Problemas en la gestion;Punto de encuentro/No contesta;17/7/2024 09:50;N
M1966960317;https://tracking.goboxful.com?shipment;BFTS-3465-2024071610834;20718;16/7/2024 15:08;3;BFTS-3465-2024071610834;https://c807xpresssv.dispatchtrack.com/track/4653d8c8ac21a47dc7777aa7;Llego a su destino;CCE;19/7/2024 12:25;N
